"year","area","port","species","landings_lb","landings_kg","landings_mt","value_usd","filename"
2000,"Eureka","Crescent City","Surfperch, rainbow",13,5.89670156386059,0.00589670156386059,NA,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Crab, Dungeness",3349197,1519170.3990444,1519.1703990444,6500670,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Sablefish",595897,270294.367061526,270.294367061526,749332,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Shrimp, ocean (pink)",1680626,762319.227881906,762.319227881906,623658,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Whiting, Pacific",6912891,3135635.01311522,3135.63501311522,427899,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Shrimp, coonstriped",86369,39176.3244130058,39.1763244130058,353627,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Sole, Dover",963592,437078.034871043,437.078034871043,353127,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Thornyhead, longspine",254611,115489.621682778,115.489621682778,253245,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Swordfish",51544,23379.9681082793,23.3799681082793,155955,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, widow",279809,126919.243683251,126.919243683251,127686,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Sole, petrale",141691,64269.9647142286,64.2699647142285,126320,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Thornyhead, shortspine",75397,34199.5082931075,34.1995082931075,92783,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Tuna, albacore",98334,44603.5578138975,44.6035578138975,91094,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, black",78815,35749.8872119748,35.7498872119748,91032,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Skate, unspecified",290299,131677.428252859,131.677428252859,56596,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Lingcod",33289,15099.638335335,15.099638335335,48614,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Greenling, kelp",11700,5307.03140747453,5.30703140747453,46853,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Sole, English",106237,48188.2987722968,48.1882987722968,38271,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Smelt, night",119207,54071.3925633177,54.0713925633177,35720,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Cabezon",10295,4669.7340461496,4.6697340461496,35654,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Sole, rex",80380,36459.759361778,36.459759361778,35071,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, group slope",66674,30242.821543757,30.242821543757,24686,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, China",4715,2138.68829796944,2.13868829796944,22015,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, chilipepper",56372,25569.9123506115,25.5699123506115,21063,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, quillback",5138,2330.5578950089,2.3305578950089,20423,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Sanddab",54074,24527.5569510921,24.5275569510921,17655,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Tuna, bluefin",6003,2722.91534521963,2.72291534521963,16302,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, vermilion",4846,2198.10890603603,2.19810890603603,11785,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, copper",3483,1579.86242668665,1.57986242668665,10459,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, canary",12106,5491.18993323818,5.49118993323818,9728,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Surfperch, redtail",8137,3690.88158654874,3.69088158654874,9489,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Thornyheads",7596,3445.48808300654,3.44548808300654,8144,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, blue",6923,3140.22037896976,3.14022037896976,7633,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Tuna, yellowfin",1904,863.639982891582,0.863639982891582,7389,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, yelloweye",2475,1122.64125927346,1.12264125927346,7306,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Salmon, Chinook",2676,1213.8133372993,1.2138133372993,6219,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Flounder, arrowtooth",42020,19059.9538241094,19.0599538241094,5350,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, grass",843,382.37841679496,0.38237841679496,4930,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Shark, thresher",3644,1652.89080759292,1.65289080759292,4611,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, splitnose",17584,7975.96925376344,7.97596925376344,4561,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Grenadier",26531,12034.2607069835,12.0342607069835,3980,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Herring, Pacific - roe",7241,3284.46277107035,3.28446277107035,3621,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, yellowtail",5220,2367.75247410402,2.36775247410402,3395,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Sole, sand",3486,1581.22320397062,1.58122320397062,3117,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, group shelf",6042,2740.60544991121,2.74060544991121,2743,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, group small",5166,2343.2584829926,2.3432584829926,2685,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Smelt, surf",8433,3825.14494523357,3.82514494523357,2446,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Herring, Pacific - roe on kelp",889,403.243668482467,0.403243668482467,2311,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, unspecified",1879,852.30017219185,0.85230017219185,1729,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Flounder, starry",2419,1097.24008330606,1.09724008330606,1089,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, brown",275,124.737917697051,0.124737917697051,888,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, Pacific ocean perch",2042,926.235737954102,0.926235737954102,671,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, darkblotched",1571,712.593704371153,0.712593704371153,610,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Turbot",1131,513.013036055872,0.513013036055872,505,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Shark, bigeye thresher",733,332.48324971614,0.33248324971614,440,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, black-and-yellow",79,35.8338018111528,0.0358338018111528,426,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Shark, soupfin",395,179.169009055764,0.179169009055764,395,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, group nearshore",711,322.504216300376,0.322504216300376,387,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Shark, shortfin mako",233,105.687035721501,0.105687035721501,338,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Louvar",77,34.9266169551743,0.0349266169551743,270,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Halibut, California",133,60.3277929225738,0.0603277929225738,266,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Shark, blue",82,37.1945790951207,0.0371945790951207,163,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, bocaccio",351,159.210942224236,0.159210942224236,160,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Surfperch, unspecified",87,39.462541235067,0.039462541235067,158,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Octopus, unspecified",280,127.005879836997,0.127005879836997,140,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, gopher",34,15.4221425516354,0.0154221425516354,98,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, blackgill",138,62.5957550625201,0.0625957550625201,62,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Opah",160,72.5747884782842,0.0725747884782842,44,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, rosethorn",8,3.62873942391421,0.00362873942391421,24,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, redbanded",7,3.17514699592493,0.00317514699592493,23,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Snail, sea",42,19.0508819755496,0.0190508819755496,21,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, bank",51,23.1332138274531,0.0231332138274531,20,"landings00_table16pub.pdf"
